"","X.3","X.2","X.1","X","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q8DominatedTest","Choice","Q9Block","Q10Block","Q11Block","Q12Block","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","Task","av_A","av_B","alt","Price","Performance","Emission","chid","PriceCoef","EmissionCoef","PerformanceCoef","Q6WTP","Q7WTP","Precaution","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","cs","Protestors","FullSurvey2.Q7WTPSB","PrecautionProportion","e0.5","e0.75","e1","e1.25","e1.5","Q6Pro","Q7Pro","LCM2Class","ResearchPointNB","ResearchLowerNB","ResearchUpperNB","WWTPPointNB","WWTPLowerNB","WWTPUpperNB","CosmeticsPointNB","CosmeticsLowerNB","CosmeticsUpperNB"
"1068",1068,1068,1068,"534.B",134,439,0,0,32.5,6,1,1,60,5,0,0,1,0,1,TRUE,3,2,4,2,0,3,3,3,1,0,2,2,3,0,1,0,1250,7,10,1,2,1,1,"B",2.5,5,40,534,-0.141806689848382,0.0674779148766695,-0.0791457415838114,14.7359017408031,36.6411007495518,21.9051990087486,1,0,0,0,0,1,0,47.4830205001818,0.146034660058324,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.0982393449386873,0.244274004997012,2,14.0164772803714,14.5560456256952,11.1387794386448,-12.6394747900165,0.669877727969073,-143.215014358362,-37.1652519905939,-37.1652519905939,-37.1652519905939
"1069",1069,1069,1069,"535.A",134,439,0,0,32.5,6,1,1,60,5,0,0,1,0,1,FALSE,3,2,4,2,0,3,3,3,1,0,2,2,3,0,1,0,1250,7,10,1,3,1,1,"A",0,0,0,535,-0.236058088822928,0.0405358689221159,-0.0475450584454009,14.7359017408031,36.6411007495518,21.9051990087486,1,0,0,0,0,1,0,47.4830205001818,0.146034660058324,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.0982393449386873,0.244274004997012,2,14.0164772803714,14.5560456256952,11.1387794386448,-12.6394747900165,0.669877727969073,-143.215014358362,-39.8594565860493,-39.8594565860493,-39.8594565860493
"1070",1070,1070,1070,"535.B",134,439,0,0,32.5,6,1,1,60,5,0,0,1,0,1,TRUE,3,2,4,2,0,3,3,3,1,0,2,2,3,0,1,0,1250,7,10,1,3,1,1,"B",0.5,5,90,535,-0.236058088822928,0.0405358689221159,-0.0475450584454009,14.7359017408031,36.6411007495518,21.9051990087486,1,0,0,0,0,1,0,47.4830205001818,0.146034660058324,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.0982393449386873,0.244274004997012,2,14.0164772803714,14.5560456256952,11.1387794386448,-12.6394747900165,0.669877727969073,-143.215014358362,-39.8594565860493,-39.8594565860493,-39.8594565860493
"1071",1071,1071,1071,"536.A",134,439,0,0,32.5,6,1,1,60,5,0,0,1,0,1,FALSE,3,2,4,2,0,3,3,3,1,0,2,2,3,0,1,0,1250,7,10,1,4,1,1,"A",0,0,0,536,-0.0974858767891193,0.0981559592188989,-0.115128426796367,14.7359017408031,36.6411007495518,21.9051990087486,1,0,0,0,0,1,0,47.4830205001818,0.146034660058324,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.0982393449386873,0.244274004997012,2,14.0164772803714,14.5560456256952,11.1387794386448,-12.6394747900165,0.669877727969073,-143.215014358362,-34.097447556371,-34.097447556371,-34.097447556371
"1072",1072,1072,1072,"536.B",134,439,0,0,32.5,6,1,1,60,5,0,0,1,0,1,TRUE,3,2,4,2,0,3,3,3,1,0,2,2,3,0,1,0,1250,7,10,1,4,1,1,"B",2.5,50,10,536,-0.0974858767891193,0.0981559592188989,-0.115128426796367,14.7359017408031,36.6411007495518,21.9051990087486,1,0,0,0,0,1,0,47.4830205001818,0.146034660058324,1.31444330194568,1.50699838382601,1.72776119402985,1.98086393166305,2.2710441288542,0.0982393449386873,0.244274004997012,2,14.0164772803714,14.5560456256952,11.1387794386448,-12.6394747900165,0.669877727969073,-143.215014358362,-34.097447556371,-34.097447556371,-34.097447556371
"1073",1073,1073,1073,"537.A",135,733,1,0,47.5,35,1,2,90,10,1,1,1,2,1,FALSE,1,4,2,1,1,4,5,5,0,1,3,1,4,4,5,1,1750,10,20,1,1,1,1,"A",0,0,0,537,-0.0332986398324009,0.287363681960984,-0.337052675006711,26.1371911314422,40.3327213383853,14.1955302069431,1,1,1,0,0,1,0,60.4733361089256,0.0675977628902052,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.12446281491163,0.192060577801835,1,25.4177666710105,25.9573350163343,22.5400688292839,-8.94785420118305,4.36149831680257,-139.523393769528,-15.1766752821625,-15.1766752821625,-15.1766752821625
"1074",1074,1074,1074,"537.B",135,733,1,0,47.5,35,1,2,90,10,1,1,1,2,1,TRUE,1,4,2,1,1,4,5,5,0,1,3,1,4,4,5,1,1750,10,20,1,1,1,1,"B",5,50,40,537,-0.0332986398324009,0.287363681960984,-0.337052675006711,26.1371911314422,40.3327213383853,14.1955302069431,1,1,1,0,0,1,0,60.4733361089256,0.0675977628902052,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.12446281491163,0.192060577801835,1,25.4177666710105,25.9573350163343,22.5400688292839,-8.94785420118305,4.36149831680257,-139.523393769528,-15.1766752821625,-15.1766752821625,-15.1766752821625
"1075",1075,1075,1075,"538.A",135,733,1,0,47.5,35,1,2,90,10,1,1,1,2,1,FALSE,1,4,2,1,1,4,5,5,0,1,3,1,4,4,5,1,1750,10,20,1,2,1,1,"A",0,0,0,538,-0.214205180409937,0.0446712807235519,-0.0523955378115359,26.1371911314422,40.3327213383853,14.1955302069431,1,1,1,0,0,1,0,60.4733361089256,0.0675977628902052,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.12446281491163,0.192060577801835,1,25.4177666710105,25.9573350163343,22.5400688292839,-8.94785420118305,4.36149831680257,-139.523393769528,-39.4459154059057,-39.4459154059057,-39.4459154059057
"1076",1076,1076,1076,"538.B",135,733,1,0,47.5,35,1,2,90,10,1,1,1,2,1,TRUE,1,4,2,1,1,4,5,5,0,1,3,1,4,4,5,1,1750,10,20,1,2,1,1,"B",1,5,10,538,-0.214205180409937,0.0446712807235519,-0.0523955378115359,26.1371911314422,40.3327213383853,14.1955302069431,1,1,1,0,0,1,0,60.4733361089256,0.0675977628902052,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.12446281491163,0.192060577801835,1,25.4177666710105,25.9573350163343,22.5400688292839,-8.94785420118305,4.36149831680257,-139.523393769528,-39.4459154059057,-39.4459154059057,-39.4459154059057
"1077",1077,1077,1077,"539.A",135,733,1,0,47.5,35,1,2,90,10,1,1,1,2,1,FALSE,1,4,2,1,1,4,5,5,0,1,3,1,4,4,5,1,1750,10,20,1,3,1,1,"A",0,0,0,539,-0.213447372708984,0.0448298783212367,-0.052581559037964,26.1371911314422,40.3327213383853,14.1955302069431,1,1,1,0,0,1,0,60.4733361089256,0.0675977628902052,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.12446281491163,0.192060577801835,1,25.4177666710105,25.9573350163343,22.5400688292839,-8.94785420118305,4.36149831680257,-139.523393769528,-39.4300556461372,-39.4300556461372,-39.4300556461372
"1078",1078,1078,1078,"539.B",135,733,1,0,47.5,35,1,2,90,10,1,1,1,2,1,TRUE,1,4,2,1,1,4,5,5,0,1,3,1,4,4,5,1,1750,10,20,1,3,1,1,"B",1,5,10,539,-0.213447372708984,0.0448298783212367,-0.052581559037964,26.1371911314422,40.3327213383853,14.1955302069431,1,1,1,0,0,1,0,60.4733361089256,0.0675977628902052,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.12446281491163,0.192060577801835,1,25.4177666710105,25.9573350163343,22.5400688292839,-8.94785420118305,4.36149831680257,-139.523393769528,-39.4300556461372,-39.4300556461372,-39.4300556461372
"1079",1079,1079,1079,"540.A",135,733,1,0,47.5,35,1,2,90,10,1,1,1,2,1,FALSE,1,4,2,1,1,4,5,5,0,1,3,1,4,4,5,1,1750,10,20,1,4,1,1,"A",0,0,0,540,-0.225455688385378,0.0424421304916251,-0.0497809379305225,26.1371911314422,40.3327213383853,14.1955302069431,1,1,1,0,0,1,0,60.4733361089256,0.0675977628902052,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.12446281491163,0.192060577801835,1,25.4177666710105,25.9573350163343,22.5400688292839,-8.94785420118305,4.36149831680257,-139.523393769528,-39.6688304290984,-39.6688304290984,-39.6688304290984
"1080",1080,1080,1080,"540.B",135,733,1,0,47.5,35,1,2,90,10,1,1,1,2,1,TRUE,1,4,2,1,1,4,5,5,0,1,3,1,4,4,5,1,1750,10,20,1,4,1,1,"B",0.5,50,10,540,-0.225455688385378,0.0424421304916251,-0.0497809379305225,26.1371911314422,40.3327213383853,14.1955302069431,1,1,1,0,0,1,0,60.4733361089256,0.0675977628902052,1.11090734923879,1.17089178717315,1.23411513859275,1.30075229153399,1.37098757726953,0.12446281491163,0.192060577801835,1,25.4177666710105,25.9573350163343,22.5400688292839,-8.94785420118305,4.36149831680257,-139.523393769528,-39.6688304290984,-39.6688304290984,-39.6688304290984
"1081",1081,1081,1081,"541.A",136,134,0,0,32.5,35,1,2,90,80,1,2,1,1,0,TRUE,2,3,2,2,1,4,4,3,2,1,2,1,3,2,6,0,3500,7,160,1,1,1,1,"A",0,0,0,541,-0.311971361853477,0.0306721094195356,-0.0359757240629895,29.2404192968234,49.9709568121775,20.7305375153541,0,1,0,0,0,0,0,59.6124859150898,0.049358422655605,0.785530119916719,0.696216422102281,0.617057569296375,0.546898969541994,0.484717306404901,0.0696200459448176,0.118978468600423,1,28.5209948363917,29.0605631817155,25.6432969946651,0.690381272609152,13.9997337905948,-129.885158295736,-40.8458325363073,-40.8458325363073,-40.8458325363073
"1082",1082,1082,1082,"541.B",136,134,0,0,32.5,35,1,2,90,80,1,2,1,1,0,FALSE,2,3,2,2,1,4,4,3,2,1,2,1,3,2,6,0,3500,7,160,1,1,1,1,"B",1,50,90,541,-0.311971361853477,0.0306721094195356,-0.0359757240629895,29.2404192968234,49.9709568121775,20.7305375153541,0,1,0,0,0,0,0,59.6124859150898,0.049358422655605,0.785530119916719,0.696216422102281,0.617057569296375,0.546898969541994,0.484717306404901,0.0696200459448176,0.118978468600423,1,28.5209948363917,29.0605631817155,25.6432969946651,0.690381272609152,13.9997337905948,-129.885158295736,-40.8458325363073,-40.8458325363073,-40.8458325363073
"1083",1083,1083,1083,"542.A",136,134,0,0,32.5,35,1,2,90,80,1,2,1,1,0,FALSE,2,3,2,2,1,4,4,3,2,1,2,1,3,2,6,0,3500,7,160,1,2,1,1,"A",0,0,0,542,-0.227381256174535,0.0420827112468166,-0.0493593703298956,29.2404192968234,49.9709568121775,20.7305375153541,0,1,0,0,0,1,0,59.6124859150898,0.049358422655605,0.785530119916719,0.696216422102281,0.617057569296375,0.546898969541994,0.484717306404901,0.0696200459448176,0.118978468600423,1,28.5209948363917,29.0605631817155,25.6432969946651,0.690381272609152,13.9997337905948,-129.885158295736,-39.7047723535792,-39.7047723535792,-39.7047723535792
"1084",1084,1084,1084,"542.B",136,134,0,0,32.5,35,1,2,90,80,1,2,1,1,0,TRUE,2,3,2,2,1,4,4,3,2,1,2,1,3,2,6,0,3500,7,160,1,2,1,1,"B",0.5,5,40,542,-0.227381256174535,0.0420827112468166,-0.0493593703298956,29.2404192968234,49.9709568121775,20.7305375153541,0,1,0,0,0,1,0,59.6124859150898,0.049358422655605,0.785530119916719,0.696216422102281,0.617057569296375,0.546898969541994,0.484717306404901,0.0696200459448176,0.118978468600423,1,28.5209948363917,29.0605631817155,25.6432969946651,0.690381272609152,13.9997337905948,-129.885158295736,-39.7047723535792,-39.7047723535792,-39.7047723535792
"1085",1085,1085,1085,"543.A",136,134,0,0,32.5,35,1,2,90,80,1,2,1,1,0,TRUE,2,3,2,2,1,4,4,3,2,1,2,1,3,2,6,0,3500,7,160,1,3,1,1,"A",0,0,0,543,-0.303187734304588,0.0315607086430429,-0.0370179738812273,29.2404192968234,49.9709568121775,20.7305375153541,0,1,0,0,0,0,0,59.6124859150898,0.049358422655605,0.785530119916719,0.696216422102281,0.617057569296375,0.546898969541994,0.484717306404901,0.0696200459448176,0.118978468600423,1,28.5209948363917,29.0605631817155,25.6432969946651,0.690381272609152,13.9997337905948,-129.885158295736,-40.7569726139566,-40.7569726139566,-40.7569726139566
"1086",1086,1086,1086,"543.B",136,134,0,0,32.5,35,1,2,90,80,1,2,1,1,0,FALSE,2,3,2,2,1,4,4,3,2,1,2,1,3,2,6,0,3500,7,160,1,3,1,1,"B",1,5,10,543,-0.303187734304588,0.0315607086430429,-0.0370179738812273,29.2404192968234,49.9709568121775,20.7305375153541,0,1,0,0,0,0,0,59.6124859150898,0.049358422655605,0.785530119916719,0.696216422102281,0.617057569296375,0.546898969541994,0.484717306404901,0.0696200459448176,0.118978468600423,1,28.5209948363917,29.0605631817155,25.6432969946651,0.690381272609152,13.9997337905948,-129.885158295736,-40.7569726139566,-40.7569726139566,-40.7569726139566
"1087",1087,1087,1087,"544.A",136,134,0,0,32.5,35,1,2,90,80,1,2,1,1,0,FALSE,2,3,2,2,1,4,4,3,2,1,2,1,3,2,6,0,3500,7,160,1,4,1,1,"A",0,0,0,544,-0.0799888679908961,0.119626892927407,-0.140311969796511,29.2404192968234,49.9709568121775,20.7305375153541,0,1,0,0,0,1,0,59.6124859150898,0.049358422655605,0.785530119916719,0.696216422102281,0.617057569296375,0.546898969541994,0.484717306404901,0.0696200459448176,0.118978468600423,1,28.5209948363917,29.0605631817155,25.6432969946651,0.690381272609152,13.9997337905948,-129.885158295736,-31.9503541855202,-31.9503541855202,-31.9503541855202
"1088",1088,1088,1088,"544.B",136,134,0,0,32.5,35,1,2,90,80,1,2,1,1,0,TRUE,2,3,2,2,1,4,4,3,2,1,2,1,3,2,6,0,3500,7,160,1,4,1,1,"B",2.5,50,10,544,-0.0799888679908961,0.119626892927407,-0.140311969796511,29.2404192968234,49.9709568121775,20.7305375153541,0,1,0,0,0,1,0,59.6124859150898,0.049358422655605,0.785530119916719,0.696216422102281,0.617057569296375,0.546898969541994,0.484717306404901,0.0696200459448176,0.118978468600423,1,28.5209948363917,29.0605631817155,25.6432969946651,0.690381272609152,13.9997337905948,-129.885158295736,-31.9503541855202,-31.9503541855202,-31.9503541855202
"1089",1089,1089,1089,"545.A",137,471,0,0,47.5,50,1,4,40,5,1,1,1,2,0,FALSE,3,1,4,3,2,3,4,5,0,0,4,1,4,3,6,1,2750,10,10,1,1,1,1,"A",0,0,0,545,-0.0240910427832707,0.397194087139149,-0.465874214352791,14.7457284782824,37.586512162062,22.8407836837796,1,0,1,0,0,1,0,50.0556497536769,0.0692144960114533,0.886197493387504,0.83424915597022,0.785345997286296,0.73930951088145,0.695971654237025,0.0446840256917648,0.113898521703218,2,14.0263040178507,14.5658723631745,11.1486061761241,-11.6940633775063,1.61528914047927,-142.269602945852,-4.19363476434597,-4.19363476434597,-4.19363476434597
"1090",1090,1090,1090,"545.B",137,471,0,0,47.5,50,1,4,40,5,1,1,1,2,0,TRUE,3,1,4,3,2,3,4,5,0,0,4,1,4,3,6,1,2750,10,10,1,1,1,1,"B",5,5,10,545,-0.0240910427832707,0.397194087139149,-0.465874214352791,14.7457284782824,37.586512162062,22.8407836837796,1,0,1,0,0,1,0,50.0556497536769,0.0692144960114533,0.886197493387504,0.83424915597022,0.785345997286296,0.73930951088145,0.695971654237025,0.0446840256917648,0.113898521703218,2,14.0263040178507,14.5658723631745,11.1486061761241,-11.6940633775063,1.61528914047927,-142.269602945852,-4.19363476434597,-4.19363476434597,-4.19363476434597
"1091",1091,1091,1091,"546.A",137,471,0,0,47.5,50,1,4,40,5,1,1,1,2,0,FALSE,3,1,4,3,2,3,4,5,0,0,4,1,4,3,6,1,2750,10,10,1,2,1,1,"A",0,0,0,546,-0.227909596747906,0.0419851550047523,-0.0492449453193062,14.7457284782824,37.586512162062,22.8407836837796,1,0,1,0,0,1,0,50.0556497536769,0.0692144960114533,0.886197493387504,0.83424915597022,0.785345997286296,0.73930951088145,0.695971654237025,0.0446840256917648,0.113898521703218,2,14.0263040178507,14.5658723631745,11.1486061761241,-11.6940633775063,1.61528914047927,-142.269602945852,-39.7145279777856,-39.7145279777856,-39.7145279777856
"1092",1092,1092,1092,"546.B",137,471,0,0,47.5,50,1,4,40,5,1,1,1,2,0,TRUE,3,1,4,3,2,3,4,5,0,0,4,1,4,3,6,1,2750,10,10,1,2,1,1,"B",0.5,10,10,546,-0.227909596747906,0.0419851550047523,-0.0492449453193062,14.7457284782824,37.586512162062,22.8407836837796,1,0,1,0,0,1,0,50.0556497536769,0.0692144960114533,0.886197493387504,0.83424915597022,0.785345997286296,0.73930951088145,0.695971654237025,0.0446840256917648,0.113898521703218,2,14.0263040178507,14.5658723631745,11.1486061761241,-11.6940633775063,1.61528914047927,-142.269602945852,-39.7145279777856,-39.7145279777856,-39.7145279777856
"1093",1093,1093,1093,"547.A",137,471,0,0,47.5,50,1,4,40,5,1,1,1,2,0,FALSE,3,1,4,3,2,3,4,5,0,0,4,1,4,3,6,1,2750,10,10,1,3,1,1,"A",0,0,0,547,-0.236292920779562,0.0404955836804699,-0.0474978073510127,14.7457284782824,37.586512162062,22.8407836837796,1,0,1,0,0,1,0,50.0556497536769,0.0692144960114533,0.886197493387504,0.83424915597022,0.785345997286296,0.73930951088145,0.695971654237025,0.0446840256917648,0.113898521703218,2,14.0263040178507,14.5658723631745,11.1486061761241,-11.6940633775063,1.61528914047927,-142.269602945852,-39.8634851102139,-39.8634851102139,-39.8634851102139
"1094",1094,1094,1094,"547.B",137,471,0,0,47.5,50,1,4,40,5,1,1,1,2,0,TRUE,3,1,4,3,2,3,4,5,0,0,4,1,4,3,6,1,2750,10,10,1,3,1,1,"B",0.5,5,90,547,-0.236292920779562,0.0404955836804699,-0.0474978073510127,14.7457284782824,37.586512162062,22.8407836837796,1,0,1,0,0,1,0,50.0556497536769,0.0692144960114533,0.886197493387504,0.83424915597022,0.785345997286296,0.73930951088145,0.695971654237025,0.0446840256917648,0.113898521703218,2,14.0263040178507,14.5658723631745,11.1486061761241,-11.6940633775063,1.61528914047927,-142.269602945852,-39.8634851102139,-39.8634851102139,-39.8634851102139
"1095",1095,1095,1095,"548.A",137,471,0,0,47.5,50,1,4,40,5,1,1,1,2,0,FALSE,3,1,4,3,2,3,4,5,0,0,4,1,4,3,6,1,2750,10,10,1,4,1,1,"A",0,0,0,548,-0.209349110981577,0.0457074773409163,-0.0536109065711935,14.7457284782824,37.586512162062,22.8407836837796,1,0,1,0,0,1,0,50.0556497536769,0.0692144960114533,0.886197493387504,0.83424915597022,0.785345997286296,0.73930951088145,0.695971654237025,0.0446840256917648,0.113898521703218,2,14.0263040178507,14.5658723631745,11.1486061761241,-11.6940633775063,1.61528914047927,-142.269602945852,-39.3422957441692,-39.3422957441692,-39.3422957441692
"1096",1096,1096,1096,"548.B",137,471,0,0,47.5,50,1,4,40,5,1,1,1,2,0,TRUE,3,1,4,3,2,3,4,5,0,0,4,1,4,3,6,1,2750,10,10,1,4,1,1,"B",1,10,40,548,-0.209349110981577,0.0457074773409163,-0.0536109065711935,14.7457284782824,37.586512162062,22.8407836837796,1,0,1,0,0,1,0,50.0556497536769,0.0692144960114533,0.886197493387504,0.83424915597022,0.785345997286296,0.73930951088145,0.695971654237025,0.0446840256917648,0.113898521703218,2,14.0263040178507,14.5658723631745,11.1486061761241,-11.6940633775063,1.61528914047927,-142.269602945852,-39.3422957441692,-39.3422957441692,-39.3422957441692
"1097",1097,1097,1097,"549.A",138,395,1,0,47.5,50,0,3,60,5,0,1,1,1,0,FALSE,2,3,3,4,1,2,2,3,0,0,3,2,3,1,4,1,250,10,10,1,1,1,1,"A",0,0,0,549,-0.201918467313477,0.0473895224832303,-0.0555837996341935,17.7889076815463,38.8740220668782,21.0851143853319,0,1,0,0,0,1,0,45.7783418135338,0.70283714617773,2.93918457571981,5.0389527939939,8.63880597014925,14.8104123298871,25.3910452600989,0.592963589384877,1.29580073556261,2,17.0694832211146,17.6090515664384,14.191785379388,-10.4065534726901,2.90279904529547,-140.982093041035,-39.1740912299378,-39.1740912299378,-39.1740912299378
"1098",1098,1098,1098,"549.B",138,395,1,0,47.5,50,0,3,60,5,0,1,1,1,0,TRUE,2,3,3,4,1,2,2,3,0,0,3,2,3,1,4,1,250,10,10,1,1,1,1,"B",1,50,90,549,-0.201918467313477,0.0473895224832303,-0.0555837996341935,17.7889076815463,38.8740220668782,21.0851143853319,0,1,0,0,0,1,0,45.7783418135338,0.70283714617773,2.93918457571981,5.0389527939939,8.63880597014925,14.8104123298871,25.3910452600989,0.592963589384877,1.29580073556261,2,17.0694832211146,17.6090515664384,14.191785379388,-10.4065534726901,2.90279904529547,-140.982093041035,-39.1740912299378,-39.1740912299378,-39.1740912299378
"1099",1099,1099,1099,"550.A",138,395,1,0,47.5,50,0,3,60,5,0,1,1,1,0,FALSE,2,3,3,4,1,2,2,3,0,0,3,2,3,1,4,1,250,10,10,1,2,1,1,"A",0,0,0,550,-0.227631028574055,0.0420365352055612,-0.0493052098384928,17.7889076815463,38.8740220668782,21.0851143853319,0,1,0,0,0,1,0,45.7783418135338,0.70283714617773,2.93918457571981,5.0389527939939,8.63880597014925,14.8104123298871,25.3910452600989,0.592963589384877,1.29580073556261,2,17.0694832211146,17.6090515664384,14.191785379388,-10.4065534726901,2.90279904529547,-140.982093041035,-39.7093899577047,-39.7093899577047,-39.7093899577047
"1100",1100,1100,1100,"550.B",138,395,1,0,47.5,50,0,3,60,5,0,1,1,1,0,TRUE,2,3,3,4,1,2,2,3,0,0,3,2,3,1,4,1,250,10,10,1,2,1,1,"B",0.5,5,40,550,-0.227631028574055,0.0420365352055612,-0.0493052098384928,17.7889076815463,38.8740220668782,21.0851143853319,0,1,0,0,0,1,0,45.7783418135338,0.70283714617773,2.93918457571981,5.0389527939939,8.63880597014925,14.8104123298871,25.3910452600989,0.592963589384877,1.29580073556261,2,17.0694832211146,17.6090515664384,14.191785379388,-10.4065534726901,2.90279904529547,-140.982093041035,-39.7093899577047,-39.7093899577047,-39.7093899577047
"1101",1101,1101,1101,"551.A",138,395,1,0,47.5,50,0,3,60,5,0,1,1,1,0,FALSE,2,3,3,4,1,2,2,3,0,0,3,2,3,1,4,1,250,10,10,1,3,1,1,"A",0,0,0,551,-0.0426812588615403,0.224192537937389,-0.262958402094111,17.7889076815463,38.8740220668782,21.0851143853319,0,1,0,0,0,1,0,45.7783418135338,0.70283714617773,2.93918457571981,5.0389527939939,8.63880597014925,14.8104123298871,25.3910452600989,0.592963589384877,1.29580073556261,2,17.0694832211146,17.6090515664384,14.191785379388,-10.4065534726901,2.90279904529547,-140.982093041035,-21.493789684522,-21.493789684522,-21.493789684522
"1102",1102,1102,1102,"551.B",138,395,1,0,47.5,50,0,3,60,5,0,1,1,1,0,TRUE,2,3,3,4,1,2,2,3,0,0,3,2,3,1,4,1,250,10,10,1,3,1,1,"B",5,10,90,551,-0.0426812588615403,0.224192537937389,-0.262958402094111,17.7889076815463,38.8740220668782,21.0851143853319,0,1,0,0,0,1,0,45.7783418135338,0.70283714617773,2.93918457571981,5.0389527939939,8.63880597014925,14.8104123298871,25.3910452600989,0.592963589384877,1.29580073556261,2,17.0694832211146,17.6090515664384,14.191785379388,-10.4065534726901,2.90279904529547,-140.982093041035,-21.493789684522,-21.493789684522,-21.493789684522
"1103",1103,1103,1103,"552.A",138,395,1,0,47.5,50,0,3,60,5,0,1,1,1,0,FALSE,2,3,3,4,1,2,2,3,0,0,3,2,3,1,4,1,250,10,10,1,4,1,1,"A",0,0,0,552,0.0054616200104768,-1.75201125823033,2.05495724859407,17.7889076815463,38.8740220668782,21.0851143853319,0,1,0,0,0,1,0,45.7783418135338,0.70283714617773,2.93918457571981,5.0389527939939,8.63880597014925,14.8104123298871,25.3910452600989,0.592963589384877,1.29580073556261,2,17.0694832211146,17.6090515664384,14.191785379388,-10.4065534726901,2.90279904529547,-140.982093041035,-219.114169301294,-219.114169301294,-219.114169301294
"1104",1104,1104,1104,"552.B",138,395,1,0,47.5,50,0,3,60,5,0,1,1,1,0,TRUE,2,3,3,4,1,2,2,3,0,0,3,2,3,1,4,1,250,10,10,1,4,1,1,"B",5,5,10,552,0.0054616200104768,-1.75201125823033,2.05495724859407,17.7889076815463,38.8740220668782,21.0851143853319,0,1,0,0,0,1,0,45.7783418135338,0.70283714617773,2.93918457571981,5.0389527939939,8.63880597014925,14.8104123298871,25.3910452600989,0.592963589384877,1.29580073556261,2,17.0694832211146,17.6090515664384,14.191785379388,-10.4065534726901,2.90279904529547,-140.982093041035,-219.114169301294,-219.114169301294,-219.114169301294
"1105",1105,1105,1105,"553.A",139,510,1,0,21.5,50,2,5,40,20,1,2,1,1,1,FALSE,2,1,1,2,2,4,5,5,1,1,5,1,4,4,4,1,4500,9,40,1,1,1,1,"A",0,0,0,553,-0.210423497515215,0.0454741027476721,-0.0533371784146123,29.9097976708127,46.5577168109346,16.6479191401219,1,0,1,1,0,1,0,63.1551015528865,0.0308294798891146,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0553885142052087,0.0862179940943233,2,29.190373210381,29.7299415557048,26.3126753686544,-2.72285872863375,10.5864937893519,-133.298398296979,-39.3656332034937,-39.3656332034937,-39.3656332034937
"1106",1106,1106,1106,"553.B",139,510,1,0,21.5,50,2,5,40,20,1,2,1,1,1,TRUE,2,1,1,2,2,4,5,5,1,1,5,1,4,4,4,1,4500,9,40,1,1,1,1,"B",1,50,90,553,-0.210423497515215,0.0454741027476721,-0.0533371784146123,29.9097976708127,46.5577168109346,16.6479191401219,1,0,1,1,0,1,0,63.1551015528865,0.0308294798891146,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0553885142052087,0.0862179940943233,2,29.190373210381,29.7299415557048,26.3126753686544,-2.72285872863375,10.5864937893519,-133.298398296979,-39.3656332034937,-39.3656332034937,-39.3656332034937
"1107",1107,1107,1107,"554.A",139,510,1,0,21.5,50,2,5,40,20,1,2,1,1,1,FALSE,2,1,1,2,2,4,5,5,1,1,5,1,4,4,4,1,4500,9,40,1,2,1,1,"A",0,0,0,554,-0.227685999132978,0.0420263862642814,-0.0492933060106203,29.9097976708127,46.5577168109346,16.6479191401219,1,0,1,1,0,1,0,63.1551015528865,0.0308294798891146,0.692772448216795,0.576614966931533,0.479933665008292,0.399462962319605,0.332484820089453,0.0553885142052087,0.0862179940943233,2,29.190373210381,29.7299415557048,26.3126753686544,-2.72285872863375,10.5864937893519,-133.298398296979,-39.7104048518327,-39.7104048518327,-39.7104048518327
