"","ID","Timing","Order","Q1Gender","Q2Age","Q3Distance","Q4Trips","Q5Knowledge","Q6Bid","Q7Bid","Q6ResearchResponse","Q6ResearchCertainty","Q7TreatmentResponse","Q7TreatmentCertainty","Q7Bid2Upper","Q7Bid2Lower","Q7TreatmentUpperResponse","Q7TreatmentLowerResponse","Q8DominatedTest","Q9Block","Q9Performance","Q9Emission","Q9Price","Q10Block","Q10Performance","Q10Emission","Q10Price","Q11Block","Q11Performance","Q11Emission","Q11Price","Q12Block","Q12Performance","Q12Emission","Q12Price","Q9Choice","Q10Choice","Q11Choice","Q12Choice","Q12CECertainty","Q13CurrentThreatToSelf","Q14FutureThreatToSelf","Q15ThreatToEnvironment","Q16BP","Q17_Firms","Q17_Cons","Q17_Gov","Q17_LA","Q17_Other","Q18Charity","Q19Knowledge","Q20Consequentiality","Q21Experts","Q22Education","Q23Employment","Q24RonaImpact","Q24AIncome","Q25Understanding","Q7Bid2","Q7Response2","IncomeDummy"
"87",87,514,0,0,47.5,1,2,3,60,70,1,2,1,1,3,NA,0,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,2,4,4,4,1,1,0,1,1,0,0,4,2,5,1,1,0,750,10,140,0,0
"88",88,186,0,1,21.5,15.5,1,4,20,70,1,2,1,2,3,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,0,1,5,3,5,2,1,1,0,1,0,1,5,2,5,1,6,0,750,10,140,1,0
"89",89,487,1,1,63,50,2,2,70,60,1,0,1,0,2,NA,0,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,0,0,1,3,3,4,0,1,0,1,0,0,0,3,2,4,2,6,1,2250,10,120,0,1
"90",90,531,1,1,47.5,50,1,3,50,70,1,2,1,2,3,NA,0,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,1,0,2,4,5,4,0,1,1,1,0,0,0,4,2,4,2,6,0,5000,10,140,0,1
"91",91,334,0,0,47.5,1,3,5,70,5,0,2,0,2,NA,2,NA,1,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,5,4,5,2,1,1,0,1,0,1,5,2,4,3,6,0,4500,10,2,1,1
"92",92,500,0,1,47.5,35,2,3,20,20,1,1,1,1,8,NA,0,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,1,2,3,4,5,1,1,0,1,0,0,1,4,1,3,3,5,1,2250,9,40,0,1
"93",93,300,0,1,63,6.5,1,3,5,10,1,2,1,2,6,NA,1,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,4,4,5,1,1,1,1,1,0,0,3,0,3,3,5,1,2750,10,20,1,1
"94",94,212,1,0,47.5,1,0,2,70,5,0,1,0,1,NA,2,NA,0,0,2,0.05,0.1,5,3,0.05,0.1,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,0,0,0,0,1,3,3,3,0,1,0,0,0,0,0,2,1,3,3,6,0,2750,5,2,0,1
"95",95,344,0,1,21.5,15.5,2,3,70,40,0,0,0,0,NA,3,NA,1,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,1,3,4,4,1,1,0,1,1,0,1,3,2,4,2,1,1,1750,9,20,1,0
"96",96,864,0,0,32.5,50,1,2,40,5,0,1,1,1,0,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,0,0,3,4,4,1,1,1,1,1,0,0,3,1,3,3,6,1,1250,7,10,0,0
"97",97,585,1,0,32.5,50,1,2,20,30,0,2,0,1,NA,1,NA,0,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,1,1,1,1,3,3,3,0,1,1,0,0,0,0,2,1,2,1,0,2,750,6,15,0,0
"98",98,177,1,1,47.5,1,3,4,40,60,0,1,0,1,NA,5,NA,1,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,1,1,2,3,3,4,1,0,1,0,1,0,0,2,0,4,3,2,0,2750,6,30,1,1
"99",99,403,0,0,47.5,6.5,2,4,60,60,1,2,1,2,2,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,4,4,5,2,1,1,1,0,0,1,3,2,5,3,6,0,2250,10,120,1,1
"100",100,395,1,0,21.5,15.5,0,2,20,5,0,1,1,1,0,NA,1,NA,0,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,1,4,5,4,0,1,1,1,1,0,2,3,1,4,0,3,0,1750,10,10,1,0
"101",101,183,1,0,47.5,1,3,3,60,70,1,1,1,1,3,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,1,3,4,4,1,1,1,1,1,0,1,3,2,4,3,2,0,2750,10,140,1,1
"102",102,181,1,0,32.5,6.5,2,5,70,20,1,2,1,2,8,NA,1,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,2,4,4,5,2,1,1,0,0,0,1,4,2,4,4,6,1,2250,9,40,1,1
"103",103,490,0,1,47.5,50,2,3,10,50,0,2,0,2,NA,4,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,1,2,2,3,4,1,1,0,0,0,0,0,3,1,4,4,6,0,5000,9,25,0,1
"104",104,282,1,1,47.5,50,1,4,5,20,0,2,0,2,NA,0,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,0,1,0,2,3,3,4,1,1,0,0,0,0,0,3,1,3,1,6,1,2250,10,10,0,1
"105",105,195,0,1,47.5,35,1,4,20,20,1,1,1,1,8,NA,0,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,0,1,1,3,3,3,2,1,0,0,0,0,1,4,2,3,4,6,1,2750,8,40,0,1
"106",106,730,1,0,47.5,15.5,0,2,70,60,0,2,1,1,2,NA,0,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,0,0,0,1,3,3,3,1,1,1,1,1,0,0,2,2,3,3,1,1,250,7,120,0,0
"107",107,992,1,0,47.5,50,2,2,70,5,1,2,1,2,0,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,0,0,0,2,5,5,5,2,0,1,1,0,0,1,1,2,4,2,6,1,1250,6,10,1,0
"108",108,377,1,0,21.5,50,2,3,10,40,1,0,1,1,10,NA,0,NA,1,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,1,1,1,1,3,4,4,0,1,1,0,0,0,0,3,2,4,3,4,1,750,10,80,0,0
"109",109,219,0,1,47.5,6.5,3,3,20,50,1,1,0,0,NA,4,NA,1,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,0,0,0,0,3,3,3,0,1,1,1,1,0,1,3,1,3,1,6,1,1750,6,25,1,0
"110",110,292,1,0,32.5,1,3,4,60,10,1,2,1,2,6,NA,1,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,2,4,4,3,2,0,1,0,0,0,0,3,1,4,3,6,0,2250,10,20,1,1
"111",111,496,0,0,47.5,15.5,3,3,70,10,0,1,1,2,6,NA,1,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,1,0,3,4,5,1,1,1,1,1,0,0,3,0,3,1,1,1,4500,5,20,1,1
"112",112,471,0,1,21.5,6.5,3,5,30,20,1,2,1,2,8,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,1,1,1,1,1,0,0,5,2,4,2,6,1,2750,10,40,1,1
"113",113,453,1,0,47.5,15.5,1,3,30,10,1,1,1,2,6,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,0,0,0,1,3,3,3,1,1,0,1,0,0,0,2,2,3,1,5,0,3500,10,20,1,1
"114",114,251,0,1,47.5,50,1,2,10,20,1,1,0,1,NA,0,NA,1,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,0,1,1,3,3,3,1,1,0,1,0,0,1,2,0,3,3,4,0,750,10,10,1,0
"115",115,483,0,0,47.5,15.5,3,3,10,5,1,1,1,2,0,NA,1,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,1,4,5,5,2,1,1,1,1,0,1,4,2,4,3,6,0,2250,10,10,1,1
"116",116,1160,0,0,47.5,1,3,1,5,20,1,2,1,1,8,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,0,0,0,0,0,1,0,2,1,5,1,5,1,3500,7,40,1,1
"117",117,747,0,0,47.5,15.5,2,2,40,40,0,1,0,1,NA,3,NA,0,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,0,0,1,1,1,3,4,4,0,1,1,1,1,0,0,2,2,3,2,4,1,1250,7,20,0,0
"118",118,739,0,0,47.5,15.5,1,2,30,10,0,1,1,2,6,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,2,3,5,3,1,1,1,1,1,0,0,2,2,3,4,6,0,750,10,20,1,0
"119",119,516,0,0,47.5,15.5,2,2,10,70,1,2,0,2,NA,6,NA,1,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,1,1,2,4,4,4,1,1,1,1,0,0,0,3,1,4,3,6,1,5000,10,35,1,1
"120",120,545,0,1,47.5,35,3,4,5,20,1,2,1,2,8,NA,1,NA,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,0,1,1,3,5,5,2,1,1,1,0,0,1,4,2,5,3,6,0,3500,8,40,1,1
"121",121,496,1,0,32.5,15.5,1,3,90,60,0,1,1,1,2,NA,0,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,0,1,1,1,2,3,4,4,1,1,1,1,1,0,1,4,2,3,3,6,0,1750,10,120,0,0
"122",122,121,1,0,32.5,15.5,2,5,20,80,1,1,1,2,4,NA,1,NA,0,3,0.1,0.1,2.5,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,0,1,0,1,2,5,5,5,0,0,0,1,0,0,1,3,1,5,3,6,1,3500,10,160,1,1
"123",123,382,1,0,47.5,50,3,3,60,20,0,1,1,2,8,NA,0,NA,1,0,0.5,0.4,5,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,1,1,1,1,2,4,5,4,1,1,0,1,1,0,0,3,2,4,1,6,0,1750,8,40,0,0
"124",124,228,0,1,32.5,50,1,4,100,20,0,1,1,1,8,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,2,0.1,0.4,1,0,0,0,0,1,4,4,3,1,0,0,1,0,0,0,4,2,4,4,6,1,3500,10,40,1,1
"125",125,544,0,1,47.5,6.5,2,4,40,40,0,1,0,0,NA,3,NA,1,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,1,0,0,2,3,4,5,1,1,1,1,0,0,1,4,1,4,4,6,0,2250,7,20,1,1
"126",126,213,1,0,21.5,6.5,1,3,5,5,1,1,1,1,0,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,2,0.1,0.9,5,1,0.5,0.1,2.5,1,1,0,1,1,3,3,3,1,0,0,1,0,0,1,3,2,4,1,1,0,250,6,10,1,0
"127",127,545,0,1,21.5,35,2,3,10,100,1,1,1,1,7,NA,0,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,1,0,1,1,3,4,5,2,1,1,1,1,0,0,3,2,3,2,6,1,1750,8,200,0,0
"128",128,413,0,0,32.5,50,2,3,20,10,1,1,1,1,6,NA,1,NA,1,3,0.1,0.1,2.5,3,0.05,0.1,2.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,0,0,0,1,4,3,3,1,1,1,1,0,0,1,3,2,3,4,6,1,4500,9,20,1,1
"129",129,143,0,1,47.5,35,2,3,100,60,0,1,0,1,NA,5,NA,0,0,1,0.5,0.9,1,3,0.05,0.1,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,0,3,2,4,1,1,1,1,1,0,0,3,0,3,3,6,1,2750,10,30,0,1
"130",130,357,1,0,21.5,35,2,3,10,100,1,2,1,2,7,NA,1,NA,0,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,0,1,1,2,4,5,4,1,1,1,1,1,0,1,4,2,5,2,6,1,1250,10,200,1,0
"131",131,507,1,1,47.5,50,2,3,10,90,1,2,1,0,5,NA,0,NA,0,0,0.5,0.4,5,3,0.05,0.1,2.5,1,0.05,0.1,1,3,0.05,0.1,5,1,1,1,0,2,4,2,4,1,1,0,1,0,0,0,4,1,5,3,6,0,2750,10,180,0,1
"132",132,524,1,1,32.5,1,3,4,80,10,0,2,1,2,6,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,0,0.05,0.9,2.5,0,0.5,0.1,0.5,1,1,1,1,2,2,2,5,2,1,0,1,0,0,0,4,0,5,3,6,1,2250,10,20,1,1
"133",133,614,1,1,63,1,0,2,5,60,1,1,0,1,NA,5,NA,0,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,0,0,1,0,1,2,3,4,1,1,1,1,1,0,0,2,1,3,1,2,0,3500,8,30,0,1
"134",134,439,1,0,32.5,50,1,1,60,5,0,0,1,0,0,NA,1,NA,1,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,1,1,1,1,0,3,3,3,1,1,0,0,0,0,2,2,1,3,0,1,0,2250,7,10,1,1
"135",135,733,0,0,47.5,50,1,2,90,10,1,1,1,2,6,NA,1,NA,1,0,0.5,0.4,5,3,0.05,0.1,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,1,1,1,1,1,4,5,5,0,1,1,1,0,0,1,3,2,4,4,5,1,1750,10,20,1,0
"136",136,134,1,0,32.5,15.5,1,2,90,80,1,2,1,1,4,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,0,1,1,4,4,3,2,0,1,0,0,0,1,2,2,3,2,6,0,3500,7,160,1,1
"137",137,471,1,0,47.5,50,1,4,40,5,1,1,1,2,0,NA,1,NA,0,2,0.05,0.1,5,0,0.1,0.1,0.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,2,3,4,5,0,1,0,1,0,0,0,4,2,4,3,6,1,2750,10,10,1,1
"138",138,395,0,0,47.5,50,0,3,60,5,0,1,1,1,0,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,1,1,2,2,3,0,0,1,0,0,0,0,3,1,3,1,4,1,250,10,10,1,0
"139",139,510,0,0,21.5,35,2,5,40,20,1,2,1,1,8,NA,1,NA,1,1,0.5,0.9,1,0,0.1,0.1,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,1,1,1,1,2,4,5,5,1,1,0,1,1,0,1,5,2,4,4,4,1,4500,9,40,1,1
"140",140,438,1,0,32.5,50,1,3,20,40,1,1,1,1,10,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,4,5,5,1,1,1,1,1,0,1,4,2,4,3,4,1,2250,9,80,1,1
"141",141,593,0,0,47.5,15.5,3,3,100,90,0,1,0,0,NA,8,NA,1,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,0,0,0,1,5,5,5,1,0,0,1,1,0,0,3,2,4,4,6,0,2750,10,45,1,1
"142",142,655,0,1,47.5,15.5,3,3,10,40,1,0,1,1,10,NA,0,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,3,0.05,0.1,5,0,1,1,0,2,4,4,4,1,1,1,1,0,0,1,3,1,4,2,6,1,1750,6,80,0,0
"143",143,387,1,0,32.5,50,1,4,90,20,1,2,1,2,8,NA,1,NA,1,2,0.05,0.1,5,0,0.1,0.1,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,1,0,0,0,2,3,3,5,2,0,1,0,0,0,0,4,1,5,4,1,0,750,10,40,1,0
"144",144,294,0,1,32.5,50,2,2,90,100,0,1,1,1,7,NA,0,NA,0,2,0.05,0.1,5,3,0.05,0.1,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,1,3,3,3,0,1,0,0,1,0,0,3,2,3,2,6,1,2250,6,200,0,1
"145",145,347,1,0,47.5,50,2,4,10,80,1,2,1,1,4,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,3,0.05,0.1,5,0,1,1,1,1,4,5,5,0,1,1,1,1,0,0,4,2,5,4,6,0,5000,10,160,0,1
"146",146,463,1,0,47.5,1,3,2,40,5,0,2,1,1,0,NA,0,NA,0,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,0,0,1,3,4,4,0,1,0,0,0,0,1,2,1,2,2,5,2,1750,8,10,0,0
"147",147,153,0,0,32.5,50,2,5,60,20,0,1,1,1,8,NA,1,NA,1,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,1,0.5,0.1,2.5,0,1,1,1,1,4,5,5,2,0,1,1,0,0,0,4,2,5,4,6,1,2750,9,40,1,1
"148",148,562,0,1,63,50,2,4,100,80,1,2,1,2,4,NA,1,NA,0,3,0.1,0.1,2.5,0,0.1,0.1,0.5,1,0.05,0.1,1,2,0.1,0.4,1,0,0,0,1,1,3,3,5,1,1,1,1,1,0,0,3,1,5,4,2,0,3500,10,160,1,1
"149",149,740,1,1,47.5,1,3,3,60,90,0,1,0,2,NA,8,NA,0,0,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,0,1,1,1,2,2,3,1,1,1,1,0,0,1,3,1,3,2,6,0,2250,10,45,0,1
"150",150,265,0,0,21.5,6.5,1,2,100,10,0,0,1,1,6,NA,1,NA,1,1,0.5,0.9,1,0,0.1,0.1,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,1,2,3,2,1,0,1,1,1,0,1,4,2,2,2,3,0,250,8,20,1,0
"151",151,340,1,0,21.5,6.5,2,3,100,5,0,2,1,1,0,NA,0,NA,1,2,0.05,0.1,5,0,0.1,0.1,0.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,1,0,0,2,4,4,4,2,1,1,1,1,0,0,3,2,4,3,3,1,4500,10,10,0,1
"152",152,242,0,0,32.5,50,1,2,5,5,1,1,1,1,0,NA,1,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,1,0.5,0.1,2.5,0,0,1,0,1,3,3,3,0,1,1,1,1,0,0,3,1,3,2,1,0,3500,8,10,1,1
"153",153,270,1,0,47.5,15.5,2,4,40,90,1,2,1,2,5,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,1,1,1,1,4,4,4,1,0,1,0,0,0,1,3,2,3,3,6,0,2750,10,180,1,1
"154",154,358,0,1,47.5,6.5,2,3,10,60,1,2,0,1,NA,5,NA,1,0,0,0.5,0.4,5,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,0,0,0,1,3,4,5,0,1,1,1,1,0,1,3,0,4,2,6,1,2250,9,30,1,1
"155",155,554,0,0,32.5,50,1,4,5,90,1,2,1,2,5,NA,0,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,0,1,0,0,2,4,5,5,1,1,1,1,0,0,1,5,2,5,3,4,1,2250,10,180,0,1
"156",156,267,0,0,21.5,50,1,3,20,10,1,1,1,1,6,NA,0,NA,1,3,0.1,0.1,2.5,3,0.05,0.1,2.5,3,0.05,0.9,0.5,2,0.1,0.4,1,1,1,1,1,1,4,5,5,1,1,1,1,1,0,1,4,2,3,1,4,0,750,8,20,0,0
"157",157,499,0,0,63,15.5,3,2,40,90,1,1,1,1,5,NA,1,NA,0,1,0.5,0.9,1,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,2,1,1,1,1,0,1,3,2,3,3,5,1,750,10,180,1,0
"158",158,174,0,2,32.5,35,0,1,80,40,0,2,0,2,NA,3,NA,0,1,3,0.1,0.1,2.5,2,0.05,0.4,0.5,3,0.05,0.9,0.5,0,0.5,0.1,0.5,1,1,1,1,1,4,3,3,1,0,1,0,1,0,0,3,1,3,4,6,1,2250,10,20,0,1
"159",159,259,1,1,32.5,6.5,3,3,90,5,1,2,1,1,0,NA,1,NA,1,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,3,0.05,0.1,5,1,1,1,1,1,5,5,5,2,1,1,1,1,0,1,4,2,4,3,5,1,5000,8,10,1,1
"160",160,581,0,1,32.5,15.5,0,4,80,60,1,2,1,2,2,NA,1,NA,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,0,0,1,1,3,3,4,1,0,0,1,0,0,0,4,0,4,3,6,0,2750,8,120,1,1
"161",161,546,0,1,32.5,35,1,4,20,5,1,2,1,2,0,NA,1,NA,0,1,0.5,0.9,1,0,0.1,0.1,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,2,5,5,4,1,1,0,0,0,0,1,4,2,5,3,6,1,4500,10,10,1,1
"162",162,516,1,1,47.5,50,1,2,60,20,1,1,1,1,8,NA,1,NA,1,1,0.5,0.9,1,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,1,1,1,1,3,4,4,1,1,1,1,0,0,1,2,2,4,3,6,0,1750,10,40,1,0
"163",163,1166,1,0,47.5,50,2,3,60,5,0,1,1,2,0,NA,1,NA,0,0,0.5,0.4,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,3,0.05,0.1,5,0,1,1,0,2,3,4,5,0,1,1,1,1,0,0,4,2,4,2,1,0,750,9,10,1,0
"164",164,601,1,0,47.5,50,2,3,90,20,0,2,0,2,NA,0,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,0,0,0,0,1,3,3,4,1,1,0,1,0,0,0,2,0,3,1,4,0,750,10,10,0,0
"165",165,586,1,0,47.5,15.5,3,4,100,100,1,2,1,2,7,NA,0,NA,0,3,0.1,0.1,2.5,2,0.05,0.4,0.5,2,0.1,0.9,5,2,0.1,0.4,1,1,0,0,0,1,2,3,3,1,1,1,0,0,0,0,2,2,4,3,4,0,2250,10,200,0,1
"166",166,898,0,0,63,6.5,3,2,80,40,0,2,1,0,10,NA,0,NA,0,2,0.05,0.1,5,1,0.05,0.4,2.5,2,0.1,0.9,5,0,0.5,0.1,0.5,0,1,1,1,1,4,5,5,0,1,1,1,1,0,0,4,1,4,1,6,1,3500,7,80,0,1
"167",167,353,1,0,63,35,1,1,10,80,0,2,0,2,NA,7,NA,0,0,2,0.05,0.1,5,0,0.1,0.1,0.5,1,0.05,0.1,1,3,0.05,0.1,5,0,0,0,0,1,3,3,3,1,1,0,1,0,0,0,1,1,2,2,4,0,1250,10,40,0,0
"168",168,463,1,0,32.5,6.5,2,3,5,20,0,1,0,1,NA,0,NA,0,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,2,0.1,0.4,1,1,0,1,1,2,3,4,4,1,1,0,1,1,0,1,4,2,4,2,6,1,1250,9,10,0,0
"169",169,385,1,0,47.5,50,1,3,60,5,1,1,1,2,0,NA,1,NA,0,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,2,0.1,0.4,1,1,1,1,1,2,5,5,5,2,1,1,1,1,0,0,3,2,3,2,1,0,1250,10,10,1,0
"170",170,322,0,0,63,1,3,3,100,20,0,1,1,2,8,NA,1,NA,1,0,0.5,0.4,5,2,0.05,0.4,0.5,1,0.05,0.1,1,1,0.5,0.1,2.5,1,1,1,1,2,4,4,5,2,1,1,1,0,0,1,3,1,4,1,2,0,2250,10,40,1,1
"171",171,511,0,0,47.5,35,2,2,100,10,0,2,1,2,6,NA,1,NA,0,1,0.5,0.9,1,3,0.05,0.1,2.5,2,0.1,0.9,5,3,0.05,0.1,5,0,1,0,0,2,2,2,4,2,1,0,0,0,0,1,3,2,4,2,1,1,1750,9,20,1,0
"172",172,337,0,1,47.5,1,3,3,80,40,1,2,1,2,10,NA,1,NA,0,2,0.05,0.1,5,2,0.05,0.4,0.5,0,0.05,0.9,2.5,3,0.05,0.1,5,1,1,1,1,1,4,5,4,0,1,1,1,0,0,0,4,2,4,1,5,1,1750,10,80,1,0
"173",173,514,0,1,63,50,1,2,40,100,0,2,0,2,NA,10,NA,0,0,0,0.5,0.4,5,1,0.05,0.4,2.5,3,0.05,0.9,0.5,1,0.5,0.1,2.5,0,1,1,0,2,3,4,5,2,1,1,1,1,1,0,3,0,4,1,2,0,1750,7,50,0,0
"174",174,254,1,1,63,15.5,2,2,5,90,1,1,0,1,NA,8,NA,1,0,2,0.05,0.1,5,1,0.05,0.4,2.5,1,0.05,0.1,1,0,0.5,0.1,0.5,0,1,1,0,0,3,3,4,0,1,0,1,0,0,0,3,1,3,3,6,0,5000,6,45,1,1
"175",175,455,1,0,47.5,50,0,3,40,80,1,1,0,0,NA,7,NA,1,0,1,0.5,0.9,1,1,0.05,0.4,2.5,3,0.05,0.9,0.5,3,0.05,0.1,5,1,1,1,0,1,3,3,4,0,1,1,0,0,0,0,4,1,3,2,4,1,3500,10,40,1,1
